0,-0.07840894862447055
1,-0.05715667678472063
2,-0.05542628929970875
3,-0.04548711474225452
4,-0.02978342304316523
5,-0.0199552804716521
6,-0.018549557117508567
7,-0.021174488577477227
8,-0.019956794399001866
9,-0.014173472479412455
10,-0.01629583806609505
11,-0.016367376269403208
12,-0.01674386215006381
13,-0.010901339559683572
14,-0.004425204619928794
15,-0.002155088777220945
16,0.0011212783843247618
17,0.002078297505579947
18,0.004936567048372223
19,0.009596230797612241
20,0.013065730666091348
21,0.019348272393336356
22,0.02090405330811677
23,0.022421136119704935
24,0.0231186951911981
25,0.024728505913086656
26,0.025104797693486915
27,0.025141063444610822
28,0.02374551328273503
29,0.023224928310688866
30,0.0220351454836571
31,0.02189060992478082
32,0.021325688981028632
33,0.021180500364358677
34,0.017641936816149006
35,0.014763482753095592
36,0.012429175050079566
37,0.010588339221506008
38,0.012390948639286853
39,0.016538461598434886
40,0.013788460092529537
41,0.01050881863833441
42,0.008026557383024121
43,0.007173534144767505
44,0.004823124533083879
45,0.0027324027349175622
46,-0.0003866850098782157
47,-0.0011733483203600797
48,-0.0018644736387822332
49,-0.002842797362884946
50,-0.003258770700337176
51,-0.003036329225981837
52,-0.0028276111912662956
53,-0.001218096108445557
54,-0.001188111993708784
55,-0.0009491203891598337
56,-0.0006032580057253763
57,0.0002198156617932825
58,0.001520292431564206
59,0.0026068290827699803
60,0.0009689373242564486
61,-0.0011107044574800648
62,-0.002526864719435912
63,-0.002358439259370909
64,-0.002947581543541864
65,-0.00406260168194494
66,-0.005878677795430233
67,-0.007227738690473506
68,-0.008425482195982586
69,-0.009076072656405705
70,-0.010678494253349269
71,-0.010886496855706203
72,-0.011593454802218489
73,-0.010814121002239106
74,-0.011507800174265389
75,-0.008838405277530829
76,0.0017831753610612793
77,0.0015182093548218075
78,0.003067042473873675
79,0.004841770100480779
80,0.004075210153100822
81,0.0038263536890692632
82,0.0014985871200352034
83,0.006723714191980837
84,0.001616225522754994
85,-0.003674559179427336
86,-0.005117205171908074
87,-0.007854725211901734
88,-0.010057535473310007
89,-0.01376943398466961
90,-0.017950671856396594
91,-0.022109889573336632
92,-0.023904089561622686
93,-0.024381074931023625
94,-0.024272445299670636
95,-0.02560691315539902
96,-0.027556704942434538
97,-0.02903393895223834
98,-0.029806718188461506
99,-0.030704914065265508
100,-0.03105037598712893
101,-0.02949829120399544
102,-0.02815169350098907
103,-0.027307477548029667
104,-0.026762593620594945
105,-0.026128956851574882
106,-0.025282787336265693
107,-0.025552252074756157
108,-0.029810281247133787
109,-0.035884886467456044
110,-0.043937414700146143
111,-0.0464745468180606
112,-0.04544644681013759
113,-0.04577208281600204
114,-0.04691630469258233
115,-0.04958222634818295
116,-0.05136489165805159
117,-0.0517883269071731
118,-0.05079253542435807
119,-0.04875433477805779
120,-0.047498611501906304
121,-0.04734920208234169
122,-0.046864239214772105
123,-0.04658772654787807
124,-0.046774738054900324
125,-0.04781587477045297
126,-0.04933100381619737
127,-0.05032213009569491
128,-0.051734082128846844
129,-0.05279670160408179
130,-0.05332822887663614
131,-0.05421154334497437
132,-0.0545019752215296
